provincia,partido,localidad,tecnologia,link_indec,accesos
Chaco,General Belgrano,Corzuela,FIBRA OPTICA,22049010,195
Chaco,General Belgrano,Corzuela,SATELITAL,22049010,19
Chaco,General Belgrano,Corzuela,WIRELESS,22049010,28
Chaco,General Donovan,La Escondida,ADSL,22056010,29
Chaco,General Donovan,La Escondida,CABLEMODEM,22056010,331
Chaco,General Donovan,La Escondida,FIBRA OPTICA,22056010,168
Chaco,General Donovan,La Escondida,SATELITAL,22056010,10
Chaco,General Donovan,La Verde,ADSL,22056020,10
Chaco,General Donovan,La Verde,CABLEMODEM,22056020,153
Chaco,General Donovan,La Verde,FIBRA OPTICA,22056020,61
Chaco,General Donovan,La Verde,Otros,22056020,305
Chaco,General Donovan,La Verde,SATELITAL,22056020,13
Chaco,General Donovan,Lapachito,CABLEMODEM,22056030,96
Chaco,General Donovan,Lapachito,FIBRA OPTICA,22056030,20
Chaco,General Donovan,Lapachito,SATELITAL,22056030,5
Chaco,General Donovan,Makallé,ADSL,22056040,17
Chaco,General Donovan,Makallé,CABLEMODEM,22056040,556
Chaco,General Donovan,Makallé,SATELITAL,22056040,22
Chaco,General Güemes,El Espinillo,SATELITAL,22063010,17
Chaco,General Güemes,El Sauzal,SATELITAL,22063020,3
Chaco,General Güemes,El Sauzal,WIRELESS,22063020,62
Chaco,General Güemes,El Sauzalito,SATELITAL,22063030,39
Chaco,General Güemes,El Sauzalito,WIRELESS,22063030,120
Chaco,General Güemes,Fortín Lavalle,SATELITAL,22063040,12
Chaco,General Güemes,Fortín Lavalle,WIRELESS,22063040,36
Chaco,General Güemes,Fuerte Esperanza,FIBRA OPTICA,22063050,19
Chaco,General Güemes,Fuerte Esperanza,SATELITAL,22063050,17
Chaco,General Güemes,Juan José Castelli,ADSL,22063060,250
Chaco,General Güemes,Juan José Castelli,CABLEMODEM,22063060,986
Chaco,General Güemes,Juan José Castelli,FIBRA OPTICA,22063060,771
Chaco,General Güemes,Juan José Castelli,SATELITAL,22063060,110
Chaco,General Güemes,Juan José Castelli,WIRELESS,22063060,384
Chaco,General Güemes,Miraflores,FIBRA OPTICA,22063070,441
Chaco,General Güemes,Miraflores,SATELITAL,22063070,64
Chaco,General Güemes,Miraflores,WIRELESS,22063070,305
Chaco,General Güemes,Nueva Pompeya,SATELITAL,22063080,29
Chaco,General Güemes,Nueva Pompeya,WIRELESS,22063080,308
Chaco,General Güemes,Villa Río Bermejito,ADSL,22063100,3
Chaco,General Güemes,Villa Río Bermejito,FIBRA OPTICA,22063100,204
Chaco,General Güemes,Villa Río Bermejito,SATELITAL,22063100,16
Chaco,General Güemes,Villa Río Bermejito,WIRELESS,22063100,222
Chaco,General Güemes,Wichi,SATELITAL,22063110,5
Chaco,General Güemes,Wichi,WIRELESS,22063110,91
Chaco,General Güemes,Zaparinqui,SATELITAL,22063120,13
Chaco,Independencia,Avia Terai,ADSL,22070010,37
Chaco,Independencia,Avia Terai,FIBRA OPTICA,22070010,49
Chaco,Independencia,Avia Terai,SATELITAL,22070010,14
Chaco,Independencia,Avia Terai,WIRELESS,22070010,196
Chaco,Independencia,Campo Largo,ADSL,22070020,66
Chaco,Independencia,Campo Largo,FIBRA OPTICA,22070020,802
Chaco,Independencia,Campo Largo,Otros,22070020,3
Chaco,Independencia,Campo Largo,SATELITAL,22070020,14
Chaco,Independencia,Campo Largo,WIRELESS,22070020,72
Chaco,Independencia,Fortín Las Chuñas,SATELITAL,22070030,6
Chaco,Independencia,Fortín Las Chuñas,WIRELESS,22070030,1
Chaco,Independencia,Napenay,SATELITAL,22070040,10
Chaco,Independencia,Napenay,WIRELESS,22070040,118
Chaco,Libertad,Colonia Popular,SATELITAL,22077010,21
Chaco,Libertad,Estación General Obligado,SATELITAL,22077020,1
Chaco,Libertad,Laguna Blanca,SATELITAL,22077030,6
Chaco,Libertad,Puerto Tirol,ADSL,22077040,321
Chaco,Libertad,Puerto Tirol,CABLEMODEM,22077040,1
Chaco,Libertad,Puerto Tirol,FIBRA OPTICA,22077040,502
Chaco,Libertad,Puerto Tirol,SATELITAL,22077040,69
Chaco,Libertad,Puerto Tirol,WIRELESS,22077040,73
Chaco,Libertador General San Martín,Ciervo Petiso,SATELITAL,22084010,1
Chaco,Libertador General San Martín,Ciervo Petiso,WIRELESS,22084010,57
Chaco,Libertador General San Martín,General José de San Martín,ADSL,22084020,55
Chaco,Libertador General San Martín,General José de San Martín,CABLEMODEM,22084020,30
Chaco,Libertador General San Martín,General José de San Martín,FIBRA OPTICA,22084020,6463
Chaco,Libertador General San Martín,General José de San Martín,SATELITAL,22084020,29
Chaco,Libertador General San Martín,General José de San Martín,WIRELESS,22084020,450
Chaco,Libertador General San Martín,La Eduvigis,SATELITAL,22084030,4
Chaco,Libertador General San Martín,Laguna Limpia,SATELITAL,22084040,3
Chaco,Libertador General San Martín,Laguna Limpia,WIRELESS,22084040,89
Chaco,Libertador General San Martín,Pampa Almirón,FIBRA OPTICA,22084050,33
Chaco,Libertador General San Martín,Pampa Almirón,SATELITAL,22084050,7
Chaco,Libertador General San Martín,Pampa Almirón,WIRELESS,22084050,50
Chaco,Libertador General San Martín,Pampa del Indio,FIBRA OPTICA,22084060,33
Chaco,Libertador General San Martín,Pampa del Indio,SATELITAL,22084060,29
Chaco,Libertador General San Martín,Pampa del Indio,WIRELESS,22084060,742
Chaco,Libertador General San Martín,Presidencia Roca,FIBRA OPTICA,22084070,514
Chaco,Libertador General San Martín,Presidencia Roca,SATELITAL,22084070,10
Chaco,Libertador General San Martín,Presidencia Roca,WIRELESS,22084070,46
Chaco,Libertador General San Martín,Selvas del Río de Oro,SATELITAL,22084080,9
Chaco,Maipú,Tres Isletas,ADSL,22091010,142
Chaco,Maipú,Tres Isletas,SATELITAL,22091010,111
Chaco,Maipú,Tres Isletas,WIRELESS,22091010,39
Chaco,Mayor Luis J. Fontana,Coronel Du Graty,ADSL,22098010,66
Chaco,Mayor Luis J. Fontana,Coronel Du Graty,CABLEMODEM,22098010,73
Chaco,Mayor Luis J. Fontana,Coronel Du Graty,FIBRA OPTICA,22098010,580
Chaco,Mayor Luis J. Fontana,Coronel Du Graty,SATELITAL,22098010,56
Chaco,Mayor Luis J. Fontana,Coronel Du Graty,WIRELESS,22098010,625
Chaco,Mayor Luis J. Fontana,Enrique Urién,FIBRA OPTICA,22098020,41
Chaco,Mayor Luis J. Fontana,Enrique Urién,SATELITAL,22098020,20
Chaco,Mayor Luis J. Fontana,Villa Angela,ADSL,22098030,179
Chaco,Mayor Luis J. Fontana,Villa Angela,CABLEMODEM,22098030,21
Chaco,Mayor Luis J. Fontana,Villa Angela,FIBRA OPTICA,22098030,6257
Chaco,Mayor Luis J. Fontana,Villa Angela,SATELITAL,22098030,60
Chaco,Mayor Luis J. Fontana,Villa Angela,WIRELESS,22098030,366
Chaco,O Higgins,La Clotilde,CABLEMODEM,22112010,32
Chaco,O Higgins,La Clotilde,FIBRA OPTICA,22112010,99
Chaco,O Higgins,La Clotilde,Otros,22112010,116
Chaco,O Higgins,La Clotilde,SATELITAL,22112010,18
Chaco,O Higgins,La Clotilde,WIRELESS,22112010,112
Chaco,O Higgins,La Tigra,Otros,22112020,252
Chaco,O Higgins,La Tigra,SATELITAL,22112020,6
Chaco,O Higgins,San Bernardo,ADSL,22112030,147
Chaco,O Higgins,San Bernardo,FIBRA OPTICA,22112030,36
Chaco,O Higgins,San Bernardo,Otros,22112030,38
Chaco,O Higgins,San Bernardo,SATELITAL,22112030,28
Chaco,OTROS,Otros,Otros,0,24
Chaco,Presidencia de la Plaza,Presidencia de la Plaza,ADSL,22119010,85
Chaco,Presidencia de la Plaza,Presidencia de la Plaza,CABLEMODEM,22119010,659
Chaco,Presidencia de la Plaza,Presidencia de la Plaza,FIBRA OPTICA,22119010,155
Chaco,Presidencia de la Plaza,Presidencia de la Plaza,SATELITAL,22119010,36
Chaco,Presidencia de la Plaza,Presidencia de la Plaza,WIRELESS,22119010,1
Chaco,Quitilipi,Quitilipi,ADSL,22133010,276
Chaco,Quitilipi,Quitilipi,FIBRA OPTICA,22133010,91
Chaco,Quitilipi,Quitilipi,SATELITAL,22133010,43
Chaco,Quitilipi,Quitilipi,WIRELESS,22133010,124
Chaco,Quitilipi,Villa El Palmar,SATELITAL,22133020,41
Chaco,Quitilipi,Villa El Palmar,WIRELESS,22133020,89
Chaco,San Fernando,Barranqueras,ADSL,22140010,115
Chaco,San Fernando,Barranqueras,CABLEMODEM,22140010,3492
